"quarter_date","quarter_name","hb_code","hb_name","loc_code","loc_name","appt_type","count","rate"
"30/09/2017","Jul - Sep-17","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","New",24,NA
"31/12/2017","Oct - Dec-17","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","New",20,NA
"31/03/2018","Jan - Mar-18","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","New",15,NA
"30/06/2018","Apr - Jun-18","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","New",20,NA
"30/09/2018","Jul - Sep-18","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","New",20,NA
"31/12/2018","Oct - Dec-18","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","New",15,NA
"31/03/2019","Jan - Mar-19","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","New",30,NA
"30/06/2019","Apr - Jun-19","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","New",22,NA
"30/06/2016","Apr - Jun-16","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","Return",96,NA
"30/09/2016","Jul - Sep-16","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","Return",100,NA
"31/12/2016","Oct - Dec-16","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","Return",109,NA
"31/03/2017","Jan - Mar-17","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","Return",62,NA
"30/06/2017","Apr - Jun-17","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","Return",64,NA
"30/09/2017","Jul - Sep-17","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","Return",82,NA
"31/12/2017","Oct - Dec-17","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","Return",71,NA
"31/03/2018","Jan - Mar-18","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","Return",45,NA
"30/06/2018","Apr - Jun-18","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","Return",41,NA
"30/09/2018","Jul - Sep-18","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","Return",75,NA
"31/12/2018","Oct - Dec-18","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","Return",64,NA
"31/03/2019","Jan - Mar-19","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","Return",61,NA
"30/06/2019","Apr - Jun-19","S08000015","NHS Ayrshire & Arran","A101H","Arran War Memorial Hospital","Return",65,NA
"30/06/2014","Apr - Jun-14","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",60915,NA
"30/09/2014","Jul - Sep-14","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",60309,NA
"31/12/2014","Oct - Dec-14","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",59513,NA
"31/03/2015","Jan - Mar-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",65210,NA
"30/06/2015","Apr - Jun-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",58716,NA
"30/09/2015","Jul - Sep-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",59955,NA
"31/12/2015","Oct - Dec-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",62873,NA
"31/03/2016","Jan - Mar-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",60590,NA
"30/06/2016","Apr - Jun-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",71189,NA
"30/09/2016","Jul - Sep-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",68752,NA
"31/12/2016","Oct - Dec-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",71153,NA
"31/03/2017","Jan - Mar-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",73585,NA
"30/06/2017","Apr - Jun-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",68817,NA
"30/09/2017","Jul - Sep-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",67562,NA
"31/12/2017","Oct - Dec-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",69467,NA
"31/03/2018","Jan - Mar-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",70152,NA
"30/06/2018","Apr - Jun-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",68494,NA
"30/09/2018","Jul - Sep-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",68055,NA
"31/12/2018","Oct - Dec-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",69523,NA
"31/03/2019","Jan - Mar-19","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",69681,NA
"30/06/2019","Apr - Jun-19","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","All Appointments",69893,NA
"30/06/2014","Apr - Jun-14","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2974,10.2796308458055
"30/09/2014","Jul - Sep-14","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",3156,10.8644015284519
"31/12/2014","Oct - Dec-14","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2909,10.1998597475456
"31/03/2015","Jan - Mar-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",3012,9.54040100091857
"30/06/2015","Apr - Jun-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2796,9.72386450580789
"30/09/2015","Jul - Sep-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2871,9.94010317487795
"31/12/2015","Oct - Dec-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",3150,10.0484879418145
"31/03/2016","Jan - Mar-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2683,9.73053349290973
"30/06/2016","Apr - Jun-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2707,9.62523111932869
"30/09/2016","Jul - Sep-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2766,9.83501635613711
"31/12/2016","Oct - Dec-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2740,9.71286777738391
"31/03/2017","Jan - Mar-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2666,8.81584603683741
"30/06/2017","Apr - Jun-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2734,9.82958222477889
"30/09/2017","Jul - Sep-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2568,9.36645147171463
"31/12/2017","Oct - Dec-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2718,9.4136390399335
"31/03/2018","Jan - Mar-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2463,8.77730658208902
"30/06/2018","Apr - Jun-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2290,8.54764659773805
"30/09/2018","Jul - Sep-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2459,9.01789643538213
"31/12/2018","Oct - Dec-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2554,9.04262852287211
"31/03/2019","Jan - Mar-19","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2454,8.56514606820006
"30/06/2019","Apr - Jun-19","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","DNA",2466,8.44694115229157
"30/06/2014","Apr - Jun-14","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",25957,NA
"30/09/2014","Jul - Sep-14","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",25893,NA
"31/12/2014","Oct - Dec-14","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",25611,NA
"31/03/2015","Jan - Mar-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",28559,NA
"30/06/2015","Apr - Jun-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",25958,NA
"30/09/2015","Jul - Sep-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",26012,NA
"31/12/2015","Oct - Dec-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",28198,NA
"31/03/2016","Jan - Mar-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",24890,NA
"30/06/2016","Apr - Jun-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",25417,NA
"30/09/2016","Jul - Sep-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",25358,NA
"31/12/2016","Oct - Dec-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",25470,NA
"31/03/2017","Jan - Mar-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",27575,NA
"30/06/2017","Apr - Jun-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",25080,NA
"30/09/2017","Jul - Sep-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",24849,NA
"31/12/2017","Oct - Dec-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",26155,NA
"31/03/2018","Jan - Mar-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",25598,NA
"30/06/2018","Apr - Jun-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",24501,NA
"30/09/2018","Jul - Sep-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",24809,NA
"31/12/2018","Oct - Dec-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",25690,NA
"31/03/2019","Jan - Mar-19","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",26197,NA
"30/06/2019","Apr - Jun-19","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","New",26728,NA
"30/06/2014","Apr - Jun-14","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",34958,NA
"30/09/2014","Jul - Sep-14","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",34416,NA
"31/12/2014","Oct - Dec-14","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",33902,NA
"31/03/2015","Jan - Mar-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",36651,NA
"30/06/2015","Apr - Jun-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",32758,NA
"30/09/2015","Jul - Sep-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",33943,NA
"31/12/2015","Oct - Dec-15","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",34675,NA
"31/03/2016","Jan - Mar-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",35700,NA
"30/06/2016","Apr - Jun-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",45772,NA
"30/09/2016","Jul - Sep-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",43394,NA
"31/12/2016","Oct - Dec-16","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",45683,NA
"31/03/2017","Jan - Mar-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",46010,NA
"30/06/2017","Apr - Jun-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",43737,NA
"30/09/2017","Jul - Sep-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",42713,NA
"31/12/2017","Oct - Dec-17","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",43312,NA
"31/03/2018","Jan - Mar-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",44554,NA
"30/06/2018","Apr - Jun-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",43993,NA
"30/09/2018","Jul - Sep-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",43246,NA
"31/12/2018","Oct - Dec-18","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",43833,NA
"31/03/2019","Jan - Mar-19","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",43484,NA
"30/06/2019","Apr - Jun-19","S08000015","NHS Ayrshire & Arran","S08000015","NHS Ayrshire & Arran","Return",43165,NA
"30/06/2014","Apr - Jun-14","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",21288,NA
"30/09/2014","Jul - Sep-14","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",20518,NA
"31/12/2014","Oct - Dec-14","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",20530,NA
"31/03/2015","Jan - Mar-15","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",23130,NA
"30/06/2015","Apr - Jun-15","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",20835,NA
"30/09/2015","Jul - Sep-15","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",21451,NA
"31/12/2015","Oct - Dec-15","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",22453,NA
"31/03/2016","Jan - Mar-16","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",21267,NA
"30/06/2016","Apr - Jun-16","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",24505,NA
"30/09/2016","Jul - Sep-16","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",23251,NA
"31/12/2016","Oct - Dec-16","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",24028,NA
"31/03/2017","Jan - Mar-17","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",24274,NA
"30/06/2017","Apr - Jun-17","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",22703,NA
"30/09/2017","Jul - Sep-17","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",22254,NA
"31/12/2017","Oct - Dec-17","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",23902,NA
"31/03/2018","Jan - Mar-18","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",23746,NA
"30/06/2018","Apr - Jun-18","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",23158,NA
"30/09/2018","Jul - Sep-18","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",22773,NA
"31/12/2018","Oct - Dec-18","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",23342,NA
"31/03/2019","Jan - Mar-19","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",23626,NA
"30/06/2019","Apr - Jun-19","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","All Appointments",23475,NA
"30/06/2014","Apr - Jun-14","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","DNA",981,9.34463707372833
"30/09/2014","Jul - Sep-14","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","DNA",1029,9.9257258609048
"31/12/2014","Oct - Dec-14","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","DNA",915,8.98468185388845
"31/03/2015","Jan - Mar-15","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","DNA",1087,9.33047210300429
"30/06/2015","Apr - Jun-15","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","DNA",936,8.9041095890411
"30/09/2015","Jul - Sep-15","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","DNA",968,8.91919284990325
"31/12/2015","Oct - Dec-15","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","DNA",1061,9.03132448076268
"31/03/2016","Jan - Mar-16","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","DNA",870,8.63780778395552
"30/06/2016","Apr - Jun-16","S08000015","NHS Ayrshire & Arran","A210H","University Hospital Ayr","DNA",905,8.60838961286027
